,before_word,before_count,after_word,after_count
116,주권자,8.0,세력,15.0
117,역사,8.0,요구,15.0
118,사람,8.0,한덕수,15.0
119,의사,8.0,목소리,14.0
120,비판,8.0,달러,14.0
121,시작,8.0,정권,14.0
122,수석대변인,8.0,완전,14.0
123,촉구,8.0,갈등,14.0
124,고발,8.0,동의,14.0
125,명령,8.0,사랑,14.0
126,석방,8.0,약속,13.0
127,요청,8.0,감사,13.0
128,발언,8.0,사람들,13.0
129,상속세,8.0,자신,13.0
130,방식,8.0,얘기,13.0
131,제안,8.0,전신,13.0
132,특위,8.0,안철수,12.0
133,페이스북,8.0,권한,12.0
134,사건,8.0,해석,12.0
135,대상,8.0,회복,12.0
136,미국,8.0,질문,12.0
137,여당,7.0,연설,12.0
138,가능,7.0,주인,12.0
139,30%,7.0,노력,12.0
140,활동,7.0,헌재,12.0
141,세대,7.0,대법원,12.0
142,회복,7.0,극복,12.0
143,정권,7.0,생명,12.0
144,분열,7.0,행위,12.0
145,주진우,7.0,의지,12.0
146,감사,7.0,선거인단,12.0
147,추진,7.0,전략,12.0
148,순간,7.0,내란,12.0
149,수사,7.0,,12.0
150,위기,7.0,정책,11.0
151,제도,7.0,합의,11.0
152,참석,7.0,거짓말,11.0
153,보호,7.0,의원들,11.0
154,집중,7.0,기본,11.0
155,민생,7.0,원장,11.0
156,반발,7.0,단일,11.0
157,논란,7.0,최종,11.0
158,복귀,6.0,투표법,11.0
159,법치주의,6.0,반성,11.0
160,재정,6.0,사퇴,11.0
161,정책,6.0,주권,11.0
162,관심,6.0,여의도,11.0
163,배신,6.0,당장,11.0
164,지적,6.0,사태,11.0
165,헌법상,6.0,전망,10.0
166,협력,6.0,설명,10.0
167,18년,6.0,진행,10.0
168,43%,6.0,방향,10.0
169,신동욱,6.0,영향,10.0
170,불신,6.0,예비,10.0
171,마비,6.0,방안,10.0
172,지지도,6.0,지원,10.0
173,인권,6.0,모습,10.0
174,충돌,6.0,판단,10.0
175,의미,6.0,보장,10.0
176,가입,6.0,정치권,10.0
177,부담,6.0,안팎,10.0
178,협의,6.0,개정,10.0
179,가능성,6.0,한국,10.0
180,변화,6.0,희망,10.0
181,체포,6.0,미국,10.0
182,부여,6.0,민생,10.0
183,즉시,6.0,일각,10.0
184,절차,6.0,전문,9.0
185,,6.0,승복,9.0
186,논평,6.0,윤희숙,9.0
187,법원,6.0,지도자,9.0
188,확대,6.0,위원회,9.0
189,집회,6.0,재판,9.0
190,자정,6.0,대변인,9.0
191,우크라이나,6.0,불안,9.0
192,중국,6.0,예정,9.0
193,주자,6.0,충격,9.0
194,핵심,6.0,외면,9.0
195,이야기,6.0,국회의원,9.0
196,법안,6.0,신임,9.0
197,경찰,5.0,열망,9.0
198,개선,5.0,침해,9.0
199,소득대체율,5.0,촉구,9.0
200,예고,5.0,주자들,9.0
201,정신,5.0,비전,9.0
202,사죄,5.0,후보자,9.0
203,동의,5.0,준비,9.0
204,공개,5.0,명령,9.0
205,존중,5.0,국민의힘,9.0
206,위원,5.0,수준,9.0
207,6명,5.0,자세,8.0
208,시대,5.0,6,8.0
209,사진,5.0,지지자,8.0
210,공단,5.0,정도,8.0
211,비상,5.0,전쟁,8.0
212,절반,5.0,국익,8.0
213,의문,5.0,역사,8.0
214,정치인,5.0,근무,8.0
215,안정,5.0,지지자들,8.0
216,법률자문위원장,5.0,고통,8.0
217,실망,5.0,의견,8.0
218,소추,5.0,과거,8.0
219,행사,5.0,100%,8.0
220,말씀,5.0,인사들,8.0
221,경고,5.0,혈세,8.0
222,고갈,5.0,제기,8.0
223,계획,5.0,논란,8.0
224,지역,5.0,사실,8.0
225,정치권,5.0,유승민,8.0
226,권리,5.0,배반,8.0
227,선동,5.0,원칙,8.0
228,지지층,5.0,차출,8.0
229,대회,5.0,대결,8.0
230,회장,5.0,공약,8.0
231,학살,5.0,운영,8.0
232,대가,5.0,제시,8.0
233,당선,5.0,지사,8.0
234,절제,5.0,기업,8.0
235,회의,5.0,지역,8.0
236,기초,5.0,찬성,8.0
237,공정,5.0,관저,8.0
238,인사들,5.0,사법,8.0
239,무당층,5.0,의사,8.0
240,운동,5.0,소속,8.0
241,석고대죄,5.0,변수,8.0
242,각하,5.0,행사,8.0
243,수괴,5.0,이야기,7.0
244,출마,5.0,세상,7.0
245,정쟁,5.0,최고,7.0
246,동조,5.0,총리,7.0
247,방안,5.0,만큼,7.0
248,해소,5.0,거론,7.0
249,소득,5.0,나경원,7.0
250,윤상현,4.0,중심,7.0
251,AI,4.0,광화문,7.0
252,혁신,4.0,부담,7.0
253,단체,4.0,언급,7.0
254,진실,4.0,이준석,7.0
255,시위,4.0,해산,7.0
256,태도,4.0,선고,7.0
257,권력,4.0,공개,7.0
258,부부,4.0,가슴,7.0
259,4,4.0,지지도,7.0
260,원칙,4.0,텐트,7.0
261,원내수석부대표,4.0,개헌안,7.0
262,세상,4.0,동지,7.0
263,장관,4.0,수석대변인,7.0
264,기간,4.0,문재인,7.0
265,펀드,4.0,대비,7.0
266,만족,4.0,본선,7.0
267,자유,4.0,야당,7.0
268,처리,4.0,차출론,7.0
269,우리나라,4.0,다수,7.0
270,의료,4.0,반영,7.0
271,서명,4.0,헌법재판소,7.0
272,최선,4.0,좌절,7.0
273,수령액,4.0,자리,7.0
274,12,4.0,서울,7.0
275,1년,4.0,부족,7.0
276,나경원,4.0,의장,7.0
277,각종,4.0,사이,7.0
278,위반,4.0,감동,7.0
279,기록,4.0,정치인,7.0
280,최고,4.0,도리,7.0
281,입국,4.0,세금,7.0
282,지혜,4.0,분위기,6.0
283,예정,4.0,12,6.0
284,실현,4.0,변화,6.0
285,초선,4.0,계획,6.0
286,사회,4.0,고민,6.0
287,노후,4.0,원내,6.0
288,전신,4.0,대화,6.0
289,증언,4.0,중진,6.0
290,헌법재판관,4.0,그동안,6.0
291,유기,4.0,당원들,6.0
292,조정,4.0,배신,6.0
293,특혜,4.0,압도,6.0
294,출신,4.0,존중,6.0
295,반영,4.0,혁명,6.0
296,당원,4.0,현금,6.0
297,일상,4.0,차원,6.0
298,보험료율,4.0,안정,6.0
299,직결,4.0,위법,6.0
300,검토,4.0,가능,6.0
301,여론조사,4.0,학살,6.0
302,세력,4.0,소통,6.0
303,배반,4.0,의미,6.0
304,처장,4.0,22일,6.0
305,내전,4.0,강화,6.0
306,재산,4.0,천명,6.0
307,대다수,4.0,교수,6.0
308,무죄,4.0,주권자,6.0
309,우두머리,4.0,정리,6.0
310,항고,4.0,납득,6.0
311,현실,4.0,대응,6.0
312,추가,4.0,임명,6.0
313,해체,4.0,부응,6.0
314,위헌,4.0,피해,6.0
315,안보,4.0,그간,6.0
316,존경,4.0,출신,6.0
317,국민의힘,4.0,등록,6.0
318,압도,4.0,중도,6.0
319,설명,4.0,지급,6.0
320,선거관리위원회,4.0,내달,6.0
321,북한,4.0,당대표,6.0
322,민주,4.0,공감대,6.0
323,박형수,4.0,저항,6.0
324,정보,4.0,수용,6.0
325,외면,4.0,노무현,6.0
326,의심,4.0,가입,6.0
327,완화,4.0,인용,6.0
328,찬성,4.0,예상,6.0
329,충격,4.0,인식,6.0
330,모습,4.0,25일,5.0
331,결국,4.0,탈당,5.0
332,현행범,3.0,상대,5.0
333,인상,3.0,치열,5.0
334,불안감,3.0,생활,5.0
335,가입자,3.0,분산,5.0
336,지원,3.0,발언,5.0
337,측면,3.0,세대,5.0
338,수습,3.0,카르텔,5.0
339,대응,3.0,성장,5.0
340,청년,3.0,움직임,5.0
341,공방,3.0,기적,5.0
342,사항,3.0,프라이머리,5.0
343,내부,3.0,사법부,5.0
344,대변인,3.0,상태,5.0
345,국회의원,3.0,유권자,5.0
346,해제,3.0,선대위,5.0
347,규정,3.0,스트레스,5.0
348,제시,3.0,안보,5.0
349,침해,3.0,재산,5.0
350,자들,3.0,권한대행,5.0
351,법률가들,3.0,진보,5.0
352,판사,3.0,민주,5.0
353,민주주,3.0,비교,5.0
354,이름,3.0,위험,5.0
355,자국,3.0,역할,5.0
356,감세,3.0,포기,5.0
357,김문수,3.0,경북,5.0
358,의회,3.0,약자,5.0
359,계기,3.0,머리,5.0
360,방지,3.0,경쟁,5.0
361,중대,3.0,포퓰리즘,5.0
362,정의,3.0,진출자,5.0
363,36%,3.0,분들,5.0
364,포기,3.0,선관위,5.0
365,중요,3.0,요동,5.0
366,퇴직,3.0,민주주,5.0
367,유승민,3.0,차이,5.0
368,의견,3.0,메시지,5.0
369,선거법,3.0,진짜,5.0
370,경제,3.0,탈락,5.0
371,주재,3.0,사죄,5.0
372,저서,3.0,보험료,5.0
373,소통,3.0,구도,5.0
374,가슴,3.0,빅텐트,5.0
375,재난,3.0,위반,5.0
376,혁명,3.0,실망,5.0
377,용서,3.0,부부,5.0
378,감시,3.0,공감,5.0
379,국민연금,3.0,비상,5.0
380,불의,3.0,새누리당,5.0
381,회복력,3.0,수호,5.0
382,의무,3.0,권리,5.0
383,북한군,3.0,훼손,5.0
384,선포,3.0,당적,5.0
385,민주주의,3.0,창당,5.0
386,무릎,3.0,능력,5.0
387,공감,3.0,재현,5.0
388,권한,3.0,오픈프라이머리,5.0
389,완전,3.0,최선,5.0
390,가중,3.0,중대,5.0
391,김미애,3.0,눈물,5.0
392,언어,3.0,총장,5.0
393,부합,3.0,결선,5.0
394,외교,3.0,정국,5.0
395,이익,3.0,기자회견,5.0
396,접점,3.0,법원,5.0
397,도전,3.0,우원식,5.0
398,비상계엄,3.0,차례,5.0
399,러시아,3.0,집권,5.0
400,찬반,3.0,레이스,5.0
401,임계점,3.0,보복,5.0
402,설득,3.0,납부,5.0
403,편성,3.0,도구,5.0
404,명분,3.0,우롱,5.0
405,사법,3.0,여당,5.0
406,분노,3.0,절차,5.0
407,과거,3.0,대립,5.0
408,선량,3.0,헌신,5.0
409,만큼,3.0,개헌특위,4.0
410,예방,3.0,회장,4.0
411,충성,3.0,퍼스트,4.0
412,근거,3.0,확장,4.0
413,개헌특위,3.0,언론,4.0
414,조작,3.0,전통,4.0
415,대법원,3.0,리더십,4.0
416,당내,3.0,파괴,4.0
417,본회의,3.0,책무,4.0
418,변호사,3.0,처리,4.0
419,장동혁,3.0,평가,4.0
420,구속,3.0,적용,4.0
421,상속,3.0,이젠,4.0
422,부탁,3.0,취지,4.0
423,독립성,3.0,아픔,4.0
424,보선,3.0,분노,4.0
425,위원회,3.0,선동,4.0
426,교수,3.0,기본권,4.0
427,견제,3.0,복귀,4.0
428,지정,3.0,4명,4.0
429,자체,3.0,강조,4.0
430,폐지,3.0,세계,4.0
431,제외,3.0,본지,4.0
432,최악,3.0,저지,4.0
433,민간,3.0,국적,4.0
434,선언,3.0,민주적,4.0
435,투자,3.0,구성,4.0
436,중단,3.0,움직,4.0
437,억압,3.0,한마디,4.0
438,주도,3.0,비율,4.0
439,동참,3.0,광범위,4.0
440,책무,3.0,보호,4.0
441,정책위,3.0,우선,4.0
442,인원,3.0,지원금,4.0
443,운영,3.0,바다,4.0
444,강조,3.0,14일,4.0
445,기관,3.0,이해,4.0
446,승리,3.0,민주공화국,4.0
447,다수당,3.0,흐름,4.0
448,산하,3.0,싸움,4.0
449,반성,3.0,진실,4.0
450,사안,3.0,무기,4.0
451,취소,3.0,어려움,4.0
452,덕분,3.0,우량주,4.0
453,파괴,3.0,부결,4.0
454,농성,3.0,사무총장,4.0
455,위협,3.0,펀드,4.0
456,의지,3.0,용서,4.0
457,수준,3.0,프레임,4.0
458,시민,3.0,공격,4.0
459,최우선,3.0,김동연,4.0
460,비교,3.0,초월,4.0
461,RN,3.0,권리당원,4.0
462,오해,3.0,가량,4.0
463,방문,3.0,안위,4.0
464,의혹,3.0,내부,4.0
465,재판부,3.0,수급자,4.0
466,통감,3.0,결단,4.0
467,검사,3.0,야기,4.0
468,자신,3.0,눈높이,4.0
469,2007년,3.0,설득,4.0
470,의존,3.0,이탈표,4.0
471,우선,3.0,중단,4.0
472,중도층,3.0,이념,4.0
473,질서,3.0,회의,4.0
474,거대,3.0,영향력,4.0
475,조성,3.0,국면,4.0
476,압박,3.0,개개인,4.0
477,단죄,3.0,통감,4.0
478,국익,3.0,격차,4.0
479,위법,3.0,적극,4.0
480,가치,3.0,흥행,4.0
481,김기현,3.0,저력,4.0
482,영역,3.0,유능,4.0
483,제기,3.0,협력,4.0
484,대통령실,3.0,화합,4.0
485,마련,3.0,경고,4.0
486,10명,3.0,발전,4.0
487,기강,3.0,사기,4.0
488,간담회,3.0,포함,4.0
489,한국갤럽,2.0,마지막,4.0
490,김대식,2.0,국민연금,4.0
491,증거,2.0,표심,4.0
492,불참,2.0,배제,4.0
493,이해,2.0,사전,4.0
494,합리,2.0,공적,4.0
495,破棄自判,2.0,추대,4.0
496,퇴장,2.0,윤상현,4.0
497,제출,2.0,신동욱,4.0
498,종식,2.0,개정안,4.0
499,필요성,2.0,국민들,4.0
500,그동안,2.0,인생,4.0
501,진행,2.0,사건,4.0
502,명모닝,2.0,주말,4.0
503,당일,2.0,구축,4.0
504,인식,2.0,불행,4.0
505,전달,2.0,60%,4.0
506,저항권,2.0,당내,4.0
507,채택,2.0,대구,4.0
508,합법적,2.0,중도층,4.0
509,지도자,2.0,대구시장,4.0
510,차이,2.0,정쟁,4.0
511,당제,2.0,결심,4.0
512,대국민,2.0,관리,4.0
513,한미동맹,2.0,위협,4.0
514,불가,2.0,찬반,4.0
515,중심,2.0,참패,4.0
516,세계,2.0,23일,4.0
517,불법,2.0,오픈,4.0
518,투쟁,2.0,활동,4.0
519,행보,2.0,상처,4.0
520,자유민주주,2.0,지난달,4.0
521,인공지능,2.0,무당,3.0
522,사명,2.0,환송,3.0
523,명심,2.0,당원동지,3.0
524,총장,2.0,대선후보,3.0
525,상법,2.0,근무제,3.0
526,선례,2.0,반감,3.0
527,부처,2.0,죗값,3.0
528,형평,2.0,복원,3.0
529,세미나,2.0,모욕,3.0
530,주관,2.0,기간,3.0
531,무시,2.0,검찰,3.0
532,김상훈,2.0,대법원장,3.0
533,지급,2.0,지대,3.0
534,개인적,2.0,대처,3.0
535,안내서,2.0,황우여,3.0
536,견지,2.0,대로,3.0
537,부통령,2.0,3일,3.0
538,공수처장,2.0,편성,3.0
539,기회,2.0,제도,3.0
540,미래세대,2.0,기준,3.0
541,한국행,2.0,컷오프,3.0
542,성과,2.0,선호,3.0
543,건강,2.0,공개적,3.0
544,법리,2.0,한숨,3.0
545,성공,2.0,라디오,3.0
546,서울,2.0,배경,3.0
547,김천,2.0,사각지대,3.0
548,지방,2.0,용산,3.0
549,추경,2.0,정치인들,3.0
550,공산,2.0,원로,3.0
551,청년인재,2.0,골프,3.0
552,고통,2.0,재난,3.0
553,부결,2.0,수위,3.0
554,단식,2.0,선거관리위원회,3.0
555,전현희,2.0,방지,3.0
556,가속화,2.0,관세,3.0
557,현명,2.0,완화,3.0
558,이견,2.0,재건,3.0
559,해산,2.0,공포,3.0
560,불복,2.0,직무대행,3.0
561,법조인,2.0,지방,3.0
562,감액,2.0,활용,3.0
563,대체,2.0,의무,3.0
564,광역,2.0,조직,3.0
565,테두리,2.0,재판소,3.0
566,비자,2.0,파이,3.0
567,탄핵소추안,2.0,청와대,3.0
568,지원금,2.0,위기감,3.0
569,외국인,2.0,극우,3.0
570,원점,2.0,선거일,3.0
571,훼손,2.0,전현희,3.0
572,환기,2.0,지혜,3.0
573,지분,2.0,거부,3.0
574,예비비,2.0,일꾼,3.0
575,안정적,2.0,의뢰,3.0
576,기자회견,2.0,외연,3.0
577,결사,2.0,사진,3.0
578,회의장,2.0,이틀간,3.0
579,일방,2.0,전당대회,3.0
580,극복,2.0,외교학,3.0
581,통신,2.0,무시,3.0
582,서해,2.0,제거,3.0
583,4일,2.0,조건,3.0
584,거론,2.0,적합,3.0
585,9명,2.0,호소,3.0
586,경북,2.0,대법,3.0
587,낭비,2.0,상징,3.0
588,오동운,2.0,계기,3.0
589,적자,2.0,처신,3.0
590,공수처,2.0,부여,3.0
591,건전,2.0,김성태,3.0
592,행태,2.0,합산,3.0
593,이사,2.0,비상계엄,3.0
594,12일,2.0,비명,3.0
595,포격전,2.0,방해,3.0
596,목격,2.0,심정,3.0
597,골프,2.0,효과,3.0
598,위로,2.0,행세,3.0
599,임기,2.0,자랑,3.0
600,처신,2.0,종식,3.0
601,주인,2.0,29일,3.0
602,회견,2.0,기득권,3.0
603,정반대,2.0,유정복,3.0
604,줄탄핵,2.0,예산,3.0
605,진짜,2.0,후보자들,3.0
606,직역연금,2.0,자유한국당,3.0
607,통일부,2.0,처절,3.0
608,본인,2.0,트럼프,3.0
609,신경,2.0,일본,3.0
610,당정,2.0,공수처,3.0
611,헌정질서,2.0,항의,3.0
612,즉시항고,2.0,공직자,3.0
613,1999년,2.0,혁신,3.0
614,헌정,2.0,대다수,3.0
615,모임,2.0,옹호,3.0
616,긴급,2.0,이철우,3.0
617,표리부동,2.0,관측,3.0
618,도약,2.0,범죄,3.0
619,1%,2.0,작동,3.0
620,사람들,2.0,경실련,3.0
621,전체회의,2.0,주변,3.0
622,응원,2.0,실현,3.0
623,절차적,2.0,성문,3.0
624,법치,2.0,김경수,3.0
625,발간,2.0,역선택,3.0
626,비상대책위원회,2.0,걱정,3.0
627,프라이머리,2.0,의혹,3.0
628,보상,2.0,바람,3.0
629,한국당,2.0,발령,3.0
630,재선거,2.0,구상,3.0
631,사고,2.0,참정,3.0
632,대립,2.0,조작,3.0
633,비출,2.0,첫날,3.0
634,계엄령,2.0,공세,3.0
635,구국,2.0,방어,3.0
636,취지,2.0,심화,3.0
637,발의,2.0,갈망,3.0
638,협조,2.0,겨울,3.0
639,김종인,2.0,본인,3.0
640,진퇴,2.0,기류,3.0
641,감사원,2.0,AI,3.0
642,권위주,2.0,훈장,3.0
643,예의,2.0,영광,3.0
644,특별,2.0,편안,3.0
645,수니파,2.0,대회,3.0
646,광장,2.0,판사,3.0
647,민생고,2.0,확인,3.0
648,일상적,2.0,돌입,3.0
649,안철수,2.0,안심,3.0
650,당장,2.0,기득,3.0
651,자리,2.0,스님,3.0
652,수급자,2.0,재의,3.0
653,6일,2.0,자유진영,3.0
654,공격,2.0,단죄,3.0
655,얘기,2.0,전력,3.0
656,지난달,2.0,국난,3.0
657,13명,2.0,논쟁,3.0
658,오세훈,2.0,조국혁신당,3.0
659,상대,2.0,번영,3.0
660,입틀막,2.0,특별,3.0
661,본색,2.0,인정,3.0
662,광화문,2.0,열매,3.0
663,적극,2.0,정상,3.0
664,권익,2.0,입장문,3.0
665,카톡,2.0,원내대책회의,3.0
666,포함,2.0,신청,3.0
667,대표가,2.0,오세훈,3.0
668,위험,2.0,공복,3.0
669,협박,2.0,현안,3.0
670,목도,2.0,검토,3.0
671,단체장,2.0,18%,3.0
672,대로,2.0,구분,3.0
673,냉정,2.0,시간,3.0
674,체제,2.0,리스크,3.0
675,인정,2.0,4일,3.0
676,언급,2.0,6월,3.0
677,정서,2.0,수괴,3.0
678,시점,2.0,유일,3.0
679,서류,2.0,원인,3.0
680,선거일,2.0,인상,3.0
681,청년들,2.0,시절,3.0
682,평화,2.0,주문,3.0
683,강요,2.0,과반,3.0
684,국민들,2.0,파기,3.0
685,유용원,2.0,평화,3.0
686,수호,2.0,연대,3.0
687,재외,2.0,압축,3.0
688,정면,2.0,얼마,3.0
689,사실,2.0,박수영,3.0
690,후보들,2.0,현실적,3.0
691,약속,2.0,간담회,3.0
692,혈세,2.0,신설,3.0
693,분권,2.0,의문,3.0
694,비상시국,2.0,퇴임,3.0
695,비난,2.0,거리,3.0
696,이중성,2.0,먼저,3.0
697,물론,2.0,공동체,3.0
698,거부,2.0,일상,3.0
699,혐의,2.0,18세,3.0
700,변경,2.0,주도,3.0
701,감소,2.0,20일,3.0
702,최상목,2.0,주인공,3.0
703,투입,2.0,조정,3.0
704,확인,2.0,에너지,3.0
705,박대출,2.0,해결,3.0
706,구치소,2.0,도움,3.0
707,합산,2.0,두려움,3.0
708,기억,2.0,특검법,3.0
709,형사,2.0,결집,3.0
710,주호영,2.0,위안,3.0
711,제주,2.0,불참,3.0
712,장병,2.0,공직,3.0
713,풀이,2.0,사욕,3.0
714,조금,2.0,자문,3.0
715,4명,2.0,여야,3.0
716,실천,2.0,지명,3.0
717,공화국,2.0,손해,3.0
718,VOA,2.0,발상,3.0
719,표명,2.0,선심,3.0
720,일각,2.0,증원,3.0
721,비극,2.0,도전,3.0
722,박수영,2.0,공표,3.0
723,평가,2.0,요청,3.0
724,의석수,2.0,현행,3.0
725,중간,2.0,득표,3.0
726,모면,2.0,이정현,3.0
727,언론,2.0,반발,3.0
728,대화,2.0,사업,3.0
729,양당,2.0,정몽준,3.0
730,대검찰청,2.0,접촉,3.0
731,폭동,2.0,포고령,3.0
732,발동,2.0,출마설,2.0
733,확보,2.0,고개,2.0
734,답변,2.0,개방,2.0
735,항의,2.0,이슈,2.0
736,처벌,2.0,25만,2.0
737,극단,2.0,기록,2.0
738,공산주의자,2.0,취소,2.0
739,비대위원장,2.0,사안,2.0
740,교체,2.0,중임,2.0
741,주제,2.0,양향자,2.0
742,사나이,2.0,실장,2.0
743,리얼미터,2.0,의식,2.0
744,50%,2.0,영장주의,2.0
745,유감,2.0,김윤덕,2.0
746,언사,2.0,통합위원회,2.0
747,결의안,2.0,포인트,2.0
748,후보자,2.0,응징,2.0
749,연평도,2.0,불출마,2.0
750,사태,2.0,공방,2.0
751,공개적,2.0,상생,2.0
752,북콘서트,2.0,우파,2.0
753,이념,2.0,대미,2.0
754,박탈,2.0,법률,2.0
755,표현,2.0,맞대결,2.0
756,그간,2.0,실태,2.0
757,보수,2.0,감정,2.0
758,주말,2.0,민간,2.0
759,500만,2.0,장병,2.0
760,지원법,2.0,노동부,2.0
761,비화,2.0,인격,2.0
762,하락,2.0,의향,2.0
763,수행,2.0,준수,2.0
764,김부겸,2.0,동행,2.0
765,회원들,2.0,카드,2.0
766,엔비디아,2.0,가치,2.0
767,강화,2.0,교체,2.0
768,화합,2.0,대선준비위원장,2.0
769,간접적,2.0,완수,2.0
770,문모닝,2.0,김상욱,2.0
771,실익,2.0,분야,2.0
772,직선,2.0,방명록,2.0
773,부대변인,2.0,50년,2.0
774,성향,2.0,실천,2.0
775,방해,2.0,핵심,2.0
776,치하,2.0,덕분,2.0
777,표결,2.0,지방선거,2.0
778,불법적,2.0,도피처,2.0
779,배당,2.0,겨냥,2.0
780,유혈,2.0,정청래,2.0
781,먼저,2.0,형성,2.0
782,정국,2.0,성공,2.0
783,자세,2.0,이익,2.0
784,조기,2.0,박근혜,2.0
785,축사,2.0,반복,2.0
786,예외,2.0,재편,2.0
787,생활,2.0,소망,2.0
788,감안,2.0,인터뷰,2.0
789,특검법,2.0,선포,2.0
790,108명,2.0,운동,2.0
791,불편,2.0,강국,2.0
792,도리,2.0,자제,2.0
793,소수당,2.0,청원,2.0
794,심사,2.0,발의,2.0
795,발족,2.0,협조,2.0
796,홍준표,2.0,종부세,2.0
797,차단,2.0,컨설팅,2.0
798,날씨,2.0,비대위,2.0
799,배출,2.0,관망,2.0
800,반응,2.0,지적,2.0
801,행동,2.0,공식적,2.0
802,개정,2.0,감수,2.0
803,걸음,1.0,부원장,2.0
804,삭제,1.0,부탁,2.0
805,정식,1.0,허용,2.0
806,존재,1.0,대안,2.0
807,체포영장,1.0,이미지,2.0
808,상임위원,1.0,유리,2.0
809,유튜브,1.0,협치,2.0
810,모수개혁안,1.0,랜도,2.0
811,크레딧,1.0,국민경선,2.0
812,성장,1.0,문제고,2.0
813,장악,1.0,유보적,2.0
814,포로들,1.0,반민주주의,2.0
815,판사들,1.0,인공지능,2.0
816,다원화,1.0,원죄,2.0
817,존립,1.0,재표결,2.0
818,추경안,1.0,공무원,2.0
819,르펜,1.0,법안들,2.0
820,통째,1.0,일정,2.0
821,성명서,1.0,사임,2.0
822,조성방안,1.0,영남대,2.0
